url,Subject of Dispute:,Economic Sector:,Instrument(s) Invoked:,Applicable Rules:,(a) Original Proceeding::Claimant(s)/Nationality(ies):,(a) Original Proceeding::Applicant(s)/Requesting Party(ies):,(a) Original Proceeding::Respondent(s):,(a) Original Proceeding::Date Registered:,(a) Original Proceeding::Date of Constitution of Tribunal:,(a) Original Proceeding:Composition of Tribunal:President:,(a) Original Proceeding:Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:President:,(a) Original Proceeding:Initial Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:Reconstituted:,(a) Original Proceeding:Party Representatives:Claimant(s):,(a) Original Proceeding:Party Representatives:Respondent(s):,(a) Original Proceeding:Party Representatives:Language(s) of Proceeding:,(a) Original Proceeding:Party Representatives:Status of Proceeding:,(a) Original Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:(b) Revision Proceeding::(b) Revision Proceeding	Claimant(s)/Nationality(ies):,(b) Revision Proceeding::Date Registered:,(b) Revision Proceeding::Date of Constitution of Tribunal:,(b) Revision Proceeding:Composition of Tribunal:President:,(b) Revision Proceeding:Composition of Tribunal:Arbitrators:,(b) Revision Proceeding:Party Representatives:,(b) Revision Proceeding:Party Representatives:Claimant(s):,(b) Revision Proceeding:Party Representatives:Respondent(s):,(b) Revision Proceeding:Party Representatives:Language(s) of Proceeding:,(b) Revision Proceeding:Party Representatives:Status of Proceeding:,(b) Revision Proceeding:Party Representatives :Outcome of Proceeding:,(c) Annulment Proceeding::Applicant(s)/Requesting Party(ies):,(c) Annulment Proceeding::Date Registered:,(c) Annulment Proceeding::Date of Constitution of ad hoc Committee:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):President:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):Arbitrators:,(c) Annulment Proceeding:Party Representatives:Claimant(s):,(c) Annulment Proceeding:Party Representatives:Respondent(s):,(c) Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(c) Annulment Proceeding:Party Representatives:Status of Proceeding:,(c) Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(d) Supplementary Decision Proceeding::Claimant(s)/Nationality(ies):,(d) Supplementary Decision Proceeding::Date Registered:,(d) Supplementary Decision Proceeding:Party Representatives:Claimant(s):,(d) Supplementary Decision Proceeding:Party Representatives:Respondent(s):,(d) Supplementary Decision Proceeding:Party Representatives:Language(s) of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives:Status of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives :Outcome of Proceeding:,(e) Resubmission Proceeding::Claimant(s)/Nationality(ies):,(e) Resubmission Proceeding::Date Registered:,(e) Resubmission Proceeding::Date of Constitution of Tribunal:,(e) Resubmission Proceeding:Composition of Tribunal:President:,(e) Resubmission Proceeding:Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:President:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Reconstituted:,(e) Resubmission Proceeding:Party Representatives:Claimant(s):,(e) Resubmission Proceeding:Party Representatives:Respondent(s):,(e) Resubmission Proceeding:Party Representatives:Language(s) of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Status of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Outcome of Proceeding:,(f) Interpretation Proceeding::Claimant(s)/Nationality(ies):,(f) Interpretation Proceeding::Date Registered:,(f) Interpretation Proceeding:Party Representatives:Claimant(s):,(f) Interpretation Proceeding:Party Representatives:Respondent(s):,(f) Interpretation Proceeding:Party Representatives:Status of Proceeding:,(f) Interpretation Proceeding:Party Representatives:Outcome of Proceeding:,(g) Rectification Proceeding::Claimant(s)/Nationality(ies):,(g) Rectification Proceeding::Date Registered:,(g) Rectification Proceeding:Party Representatives:Claimant(s):,(g) Rectification Proceeding:Party Representatives:Respondent(s):,(g) Rectification Proceeding:Party Representatives:Status of Proceeding:,(g) Rectification Proceeding:Party Representatives:Outcome of Proceeding:,(h) Second Annulment Proceeding::Claimant(s)/Nationality(ies):,(h) Second Annulment Proceeding::Date Registered:,(h) Second Annulment Proceeding::Date of Constitution of Tribunal:,(h) Second Annulment Proceeding:Composition of Tribunal:President:,(h) Second Annulment Proceeding:Composition of Tribunal:Arbitrators:,(h) Second Annulment Proceeding:Party Representatives:Claimant(s):,(h) Second Annulment Proceeding:Party Representatives:Respondent(s):,(h) Second Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Status of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/9, Electricity transmission agreements, Electric Power & Other Energy, Contract, ICSID Convention - Arbitration Rules, Caravelí Cotaruse Transmisora de Energía S.A.C. (Peruvian),, Republic of Peru  (Peruvian)," April 15, 2011"," August 26, 2011",  (Brazilian)  - Appointed by the Secretary-General,  (French)  - Appointed by the Claimant(s),,,," Payet, Rey, Cauvi Abogados, Lima, Peru","Shearman & Sterling, Paris, France"," Estudio Echecopar, Lima, Peru","Ministerio de Econom&iacutea y Finanzas, Lima, Peru","White & Case, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/10, Gas compression and injection enterprises," Oil, Gas & Mining"," BIT Netherlands - Venezuela,  Republica Bolivariana de 1991", ICSID Convention - Arbitration Rules," The Williams Companies, International Holdings B.V. (Dutch), WilPro Energy Services (El Furrial) Limited (British), WilPro Energy Services (Pigap II) Limited (British)",, Bolivarian Republic of Venezuela (Venezuelan)," April 20, 2011",,,,,,," Weil, Gotshal & Manges, London, U.K., New York, NY, Washington, D.C., and Dallas, TX, U.S.A."," Curtis, Mallet-Prevost, Colt & Mosle, New York, NY and Washington, D.C., U.S.A., and Mexico City, Mexico","Procuraduría General de la República, Caracas, Venezuela"," English,Spanish", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/11, Ground handling services, Services & Trade," Contract, Investment Law - Niger (1989)", ICSID Convention - Arbitration Rules," AHS Niger  (Nigerien), Menzies Middle East and Africa S.A. (Luxembourg)",, Republic of Niger (Nigerien)," April 26, 2011"," July 22, 2011",  (Colombian)  - Appointed by Co-Arbitrators, Patrick HUBERT  (French)  - Appointed by the Claimant(s),,,," Rasseck Bourgi, Paris, France"," Direction du contentieux de l'Etat, Niamey, Niger","Minist&egravere des Transports, Niamey, Niger", French, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/8, Customs clearance services, Services & Trade, BIT Kuwait - Pakistan 1983, ICSID Convention - Arbitration Rules, Agility for Public Warehousing Company K.S.C. (Kuwaiti),, Islamic Republic of Pakistan (Pakistani)," March 28, 2011"," September 8, 2011",  (Canadian)  - Appointed by the Chairman of the Administrative Council,  (U.S.)  - Appointed by the Claimant(s),,,," Kirkland & Ellis International, London, U.K.","Paul Key, London, U.K.","Siddharth Dhar, London, U.K."," Andreas Gledhill, London, U.K.","Eirik Bjorge, London, U.K.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/14, Mineral exploration operations," Oil, Gas & Mining", Contract, ICSID Convention - Arbitration Rules," Diamond Fields Liberia, Inc. (British)",, Republic of Liberia  (Liberian)," May 20, 2011",,,,,,," Kelly, Durham, & Pittard, Dallas, TX, U.S,A."," Chaffetz Lindsey, New York, NY, U.S.A.", English, Concluded," March 11, 2016 - The Secretary-General issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/11/3, Vegetable oil production and processing enterprise," Agriculture, Fishing & Forestry", BIT United States of America - Poland 1990, ICSID Additional Facility - Arbitration Rules," Atlantic Investment Partners LLC (U.S.), Schooner Capital LLC (U.S.), Vincent J. Ryan (U.S.)",, Republic of Poland  (Polish)," April 26, 2011"," October 11, 2011",  (Pakistani)  - Appointed by the Secretary-General, Francisco ORREGO VICUÑA  (Chilean)  - Appointed by the Claimant(s),,,," Kochanski Zieba Rapala & Partners, Warsaw, Poland"," K&L Gates Jamka sp.k., Warsaw, Poland",State Treasury Solicitors, English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/12, Construction of an airport terminal, Transportation, BIT Germany - Philippines 1997, ICSID Convention - Arbitration Rules, Fraport AG Frankfurt Airport Services Worldwide (German),, Republic of the Philippines (Philippine)," April 27, 2011"," February 7, 2012",  (Italian)  - Appointed by the Parties,  (Bulgarian)  - Appointed by the Claimant(s),,,," Milbank, Tweed, Hadley & McCloy, Washington, D.C., U.S.A."," Florentino P. Feliciano, Makai City, Philippines","Office of the Solicitor General of the Philippines, Makati City, Philippines","White & Case, Washington, D.C., U.S.A.", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/13, Banking enterprise, Finance, BIT Indonesia - United Kingdom of Great Britain and Northern Ireland 1976, ICSID Convention - Arbitration Rules, Rafat Ali Rizvi (British),, Republic of Indonesia (Indonesian)," May 19, 2011"," September 21, 2011",  (Australian)  - Appointed by the Parties,  (U.S.)  - Appointed by the Claimant(s),,,," Dentons, London, U.K."," KarimSyah, Jakarta, Indonesia", English, Concluded," July 16, 2013 - The Tribunal renders its award; attached to the award is a separate opinion by arbitrator Muthucumaraswamy Sornarajah.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/15, Arts and culture facilities, Services & Trade," BIT China - Israel 1995, BIT Malaysia - China 1988", ICSID Convention - Arbitration Rules, Ekran Berhad (Malaysian),, People's Republic of China (Chinese)," May 24, 2011",,,,,,," Liew Chie  Chung, Sarawak, Malaysia","YU Yang, Beijing, China"," Director General, Treaty and Law Department, Beijing, China", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/16, Property development projects, Tourism," BIT Egypt,  Arab Republic of - United Arab Emirates 1997", ICSID Convention - Arbitration Rules," Damac Gamsha Bay for Development S.A.E. (Egyptian), Damac Park Avenue for Real Estate Development S.A.E. (Egyptian), Hussain Sajwani (United Arab Emirates)",, Arab Republic of Egypt (Egyptian)," June 20, 2011"," January 9, 2012",  (Swiss)  - Appointed by the Parties,  (U.S.)  - Appointed by the Claimant(s),,,," Clifford Chance, London, UK and Dubai, United Arab Emirates", Egyptian State Lawsuits Authority,"Shearman & Sterling, Paris, France ", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/18, Gaming industry , Other Industry, BIT Albania - Italy 1991 - Investment Law - Albania (1993), ICSID Convention - Arbitration Rules," Burimi S.R.L. (Italian), Eagle Games SH.A (Albanian)",, Republic of Albania  (Albanian)," July 12, 2011"," November 22, 2011",  (U.S.)  - Appointed by the Chairman of the Administrative Council,  (Spanish)  - Appointed by the Claimant(s),,,," Patrizia Di Nunno, Brescia, Italy"," Derains & Gharavi, Paris, France","Ledina Mandia, General State Advocate, Ministry of Justice, Tirana, Albania", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/17, Property development project, Construction, BIT France - Peru 1993, ICSID Convention - Arbitration Rules," Gremcitel S.A. (Peruvian), Renée Rose Levy (French)",, Republic of Peru (Peruvian)," June 24, 2011"," November 22, 2011",  (Swiss)  - Appointed by the Chairman of the Administrative Council,  (Colombian)  - Appointed by the Claimant(s),,,," Fernando Olivares, Gremcitel S.A., Lima, Peru"," Comision Especial 28933, Lima, Peru","Sidley Austin, Washington, D.C., U.S.A."," English,Spanish", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/19, Construction and operation of fertilizer plant, Other Industry," BIT Venezuela,  Republica Bolivariana de - Switzerland 1993", ICSID Convention - Arbitration Rules," Koch Minerals Sàrl (Swiss), Koch Nitrogen International Sàrl (Swiss)",, Bolivarian Republic of Venezuela (Venezuelan)," July 19, 2011"," November 8, 2011", V.V. VEEDER  (British)  - Appointed by the Parties,  (Canadian)  - Appointed by the Claimant(s), V.V. VEEDER  (British) ,  (Canadian) ,Florentino P. FELICIANO  (Philippine) ," Volterra Fietta, London, U.K."," Procuraduría General de la República, Caracas, Venezuela"," English,Spanish", Concluded," October 30, 2017 - The Tribunal renders its award; attached to the award is a partial dissenting opinion by arbitrator Zachary Douglas.",,,,,,,,,,,,," August 17, 2018",,,," Volterra Fietta, London, U.K."," Procuraduría General de la República, Caracas, Venezuela",,"De Jesús & De Jesús, Caracas, Venezuela and Paris, France ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/22, Resort development, Tourism, BIT Cyprus - Hungary 1989, ICSID Convention - Arbitration Rules, Vigotop Limited (Cypriot),, Hungary  (Hungarian)," August 4, 2011"," January 19, 2012",  (German)  - Appointed by the Parties,  (U.S.)  - Appointed by the Claimant(s),,,,"  Dr. Daisy Kiss & Partner Law Office, Budapest, Hungary"," Lakatos, Köves and Partners Ügyvdi Iroda, Budapest, Hungary","Volterra Fietta, London, U.K."," Réczicza White & Case, Budapest, Hungary","Sárhegyi and Partners Law Firm, Budapest, Hungary ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/20, Construction project, Transportation," BIT Turkmenistan - Turkey 1992, BIT United Kingdom of Great Britain and Northern Ireland - Turkmenistan 1995", ICSID Convention - Arbitration Rules, Garanti Koza LLP (British),, Turkmenistan (Turkmen)," July 20, 2011"," April 13, 2012",  (U.S.)  - Appointed by the Chairman of the Administrative Council,  (Greek)  - Appointed by the Claimant(s),,,," Gur Law Firm, Istanbul,Turkey","King & Spalding, Singapore"," Curtis, Mallet-Prevost, Colt & Mosle, Istanbul, Turkey, Paris, France, and Washington, D.C., U.S.A.","Yurttutan Gürel Yörüker, Istanbul, Turkey", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/21, Pier concession agreement, Transportation, BIT Peru - United Kingdom of Great Britain and Northern Ireland 1993 - Contract, ICSID Convention - Arbitration Rules," DP World Callao S.R.L. (Peruvian), The Peninsular and Oriental Steam Navigation Company (British), P&O Dover (Holding) Limited (British)",, Republic of Peru (Peruvian)," July 22, 2011"," January 10, 2012", V.V. VEEDER  (British)  - Appointed by the Parties,  (Canadian)  - Appointed by the Claimant(s), V.V. VEEDER  (British)  - Appointed by the Parties, Francisco ORREGO VICUÑA  (Chilean)  - Appointed by the Claimant(s),"  (German, Mexican)  - Appointed by the Respondent(s)"," Cleary Gottlieb Steen & Hamilton, New York, NY, U.S.A., Paris, France and Rome, Italy"," Estudio Echecopar, Lima, Peru","Ministerio de Economía y Finanzas, Lima, Peru","White & Case, Washington, D.C., U.S.A."," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/23, Duty free concessions, Services & Trade, BIT France - Moldova 1997, ICSID Convention - Arbitration Rules, Franck Charles Arif (French),, Republic of Moldova (Moldovan)," August 23, 2011"," December 2, 2011",  (Spanish)  - Appointed by the Parties,  (Belgian)  - Appointed by the Claimant(s),,,," Derains & Gharavi, Paris, France"," DLA Piper, London, U.K. and Paris, France",Head of the Governmental Agent,"Minister of Foreign Affairs and European Integration, Chisinau, Moldova","Minister of Justice, Chisinau, Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=CONC/11/1, Hydrocarbons exploration and exploitation concession agreement," Oil, Gas & Mining", Contract, ICSID Convention - Conciliation Rules, RSM Production Corporation (nationality not available),, Republic of Cameroon  (Cameroonian)," September 19, 2011",,,,,,," Mishcon de Reya, London, U.K."," Gill Dingome, Paris, France","Soci&eacuteté Nationale des Hydrocarbures, Yaoundé, Cameroon"," English,French", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/24, Oil storage and distribution project," Oil, Gas & Mining", BIT Greece - Albania 1991, ICSID Convention - Arbitration Rules, Mamidoil Jetoil Greek Petroleum Products Societe Anonyme S.A.  (Greek),, Republic of Albania (Albanian)," September 12, 2011"," March 1, 2012",  (German)  - Appointed by the Chairman of the Administrative Council,  (U.S.)  - Appointed by the Claimant(s),,,," Bahas, Gramatidis & Partners, Athens, Greece","Haxhia & Hajdari, Tirana, Albania","Luther Rechtsanwaltsgesellschaft, Hamburg, Germany"," Derains & Gharavi, Paris, France",State's Advocate Office of the Republic of Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/25, Glass production enterprise, Other Industry," BIT Netherlands - Venezuela,  Republica Bolivariana de 1991", ICSID Convention - Arbitration Rules, OI European Group B.V. (Dutch),, Bolivarian Republic of Venezuela (Venezuelan)," September 26, 2011"," March 30, 2012",  (Spanish)  - Appointed by the Chairman of the Administrative Council, Francisco ORREGO VICUÑA  (Chilean)  - Appointed by the Claimant(s),,,," Escritorio Muci-Abraham & Asociados, Caracas, Venezuela","Lucas Bastin, London, U.K.","Volterra Fietta, London, U.K."," Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela"," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/11/4, Telecommunications enterprise, Information & Communication, BIT Russian Federation - Turkmenistan 2009, ICSID Additional Facility - Arbitration Rules, Mobile TeleSystems OJSC (Russian),, Turkmenistan (Turkmen)," October 5, 2011"," February 27, 2012",  (New Zealand)  - Appointed by Co-Arbitrators,  (Australian)  - Appointed by the Claimant(s),,,," White & Case, London, U.K."," Curtis, Mallet-Prevost, Colt & Mosle, Washington, D.C. and New York, NY, U.S.A. and Istanbul, Turkey","President of Turkmenistan, Ashgabat, Turkmenistan", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/27, Dredging operations, Transportation, BIT Philippines - Belgium-Luxembourg 1998, ICSID Convention - Arbitration Rules, Baggerwerken Decloedt En Zoon NV (Belgian),, Republic of the Philippines (Philippine)," October 11, 2011"," February 29, 2012",  (Swiss)  - Appointed by the Parties,  (Bulgarian)  - Appointed by the Claimant(s),,,," Allen & Overy, Hong Kong"," Justice Florentino P. Feliciano, Metro Manila, Philippines ","Office of the Solicitor General of the Philippines, Makati City, Philippines","White & Case, Washington, D.C., U.S.A.", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/26, Hot briquetted iron production plant, Other Industry," BIT Venezuela,  Republica Bolivariana de - Belgium-Luxembourg 1998, BIT Venezuela,  Republica Bolivariana de - Portugal 1994", ICSID Convention - Arbitration Rules," Talta - Trading e Marketing Sociedade Unipessoal Lda. (Portuguese), Tenaris S.A.  (Luxembourg)",, Bolivarian Republic of Venezuela (Venezuelan)," September 30, 2011"," April 26, 2012",  (British)  - Appointed by the Parties,  (U.S.)  - Appointed by the Claimant(s),,,," Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A. and Rome, Italy"," Foley Hoag, Washington, D.C., U.S.A.","Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela"," English,Spanish", Concluded,,,,,,,,,,,, Respondent(s)," September 29, 2016 (Respondent(s))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/28, Residential and commercial construction project, Construction, BIT Netherlands - Turkey 1986, ICSID Convention - Arbitration Rules, Tulip Real Estate and Development Netherlands B.V.  (Dutch),, Republic of Turkey (Turkish)," October 28, 2011"," March 28, 2012",  (Australian)  - Appointed by the Parties,  (U.S.)  - Appointed by the Claimant(s),,,," Crowell & Moring, Washington, D.C. and New York, NY, U.S.A."," Kuseyri Hukuk Burosu, Ankara, Turkey","LALIVE, Geneva, Switzerland","Nixon Peabody, NY, U.S.A.", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/29, Port development project, Transportation, Investment Law - Guinea (1987), ICSID Convention - Arbitration Rules," Getma International (French), Getma International Investissements (French), NCT Infrastructure & Logistique (French), NCT Necotrans (French)",, Republic of Guinea (Guinean)," November 3, 2011"," February 2, 2012",  (Belgian)  - Appointed by the Parties,  (Spanish)  - Appointed by the Claimant(s),,,," Fischer, Tandeau de Marsac, Sur & Associ&eacutes, Paris, France","PLMJ - A.M. Pereira, S&aacuteragga Leal, Oliveira Martins, J&uacutedice e Associados RL, Lisbon, Portugal "," Edasso Rodrigue Bayala, Ouagadougou, Burkina Faso","Orrick Rambaud Martel, Paris, France", French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/30, Maritime transport services, Transportation," BIT Venezuela,  Republica Bolivariana de - United Kingdom of Great Britain and Northern Ireland 1995", ICSID Convention - Arbitration Rules, Hortensia Margarita Shortt (British),, Bolivarian Republic of Venezuela (Venezuelan)," November 21, 2011",,,,,,," Ignacio de Le&oacuten and Javier Manstretta, Doral, FL, U.S.A."," Curtis, Mallet-Prevost, Colt and Mosle, New York, NY, U.S.A. and Mexico City, Mexico ",,"Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/31, Fertilizer enterprise, Other Industry," BIT Venezuela,  Republica Bolivariana de - Barbados 1994", ICSID Convention - Arbitration Rules," Gambrinus, Corp. (Barbadian)",, Bolivarian Republic of Venezuela (Venezuelan)," December 2, 2011"," April 24, 2012",  (Italian)  - Appointed by the Parties,  (Canadian)  - Appointed by the Claimant(s),,,," Skadden, Arps, Slate, Meagher & Flom, New York, NY, U.S.A. and London, U.K."," Hogan Lovells, Caracas, Venezuela and Paris, France","Procuradorí­a General de la República, Caracas, Venezuela"," English,Spanish", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/32, Textile enterprise, Other Industry," BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975", ICSID Convention - Arbitration Rules, Indorama International Finance Limited (British),, Arab Republic of Egypt (Egyptian)," December 2, 2011"," July 16, 2012","  (Canadian, New Zealand)  - Appointed by the Chairman of the Administrative Council",  (Austrian)  - Appointed by the Claimant(s),,,," Latham & Watkins, London, U.K. and Hamburg, Germany"," Bredin Prat, Paris, France","The Egyptian State Lawsuits Authority, Cairo, Egypt", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/11/33, Limestone quarry," Oil, Gas & Mining", FTA Oman – United States of America 2006, ICSID Convention - Arbitration Rules, Adel A Hamadi Al Tamimi (U.S.),, Sultanate of Oman (Omani)," December 23, 2011"," April 25, 2012",  (New Zealand)  - Appointed by the Parties,  (U.S.)  - Appointed by the Claimant(s),,,," Debevoise & Plimpton, New York, NY, U.S.A.  ","Hamad Al Sharji, Peter Mansour & Co., Muscat, Sultanate of Oman"," DLA Piper, New York, NY, U.S.A.",Director General of Organizations and Commercial Relations,"Ministry of Commerce and Industry, Muscat, Sultanate of Oman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/12/2, Radio broadcasting enterprises, Information & Communication," BIT Hungary - Switzerland 1988, BIT Netherlands - Hungary 1987", ICSID Convention - Arbitration Rules," Emmis International Holding, B.V. (Dutch), Emmis Radio Operating, B.V. (Dutch), MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft. (Hungarian)",, Hungary  (Hungarian)," January 18, 2012"," August 15, 2012",  (New Zealand)  - Appointed by Co-Arbitrators,  (Canadian)  - Appointed by the Claimant(s),,,," Quinn Emanuel Urquhart & Sullivan, London, U.K. ","Szecskay Attorneys At Law, Budapest, Hungary","  Kende, Molnár-Bíró, Katona, Budapest, Hungary","Arnold & Porter, Washington, D.C., U.S.A. and London, U.K.","Ministry of National Development, Budapest, Hungary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
